filename,label
0004_angry_angry_African_93_face0.jpg,0
0006_angry_angry_american_457_face0.jpg,0
0024_angry_angry_lady_2_face0.jpg,0
0026_angry_angry_man_118_face0.jpg,0
0043_angry_angry_teacher_81_face0.jpg,0
0055_angry_awe_american_546_face0.jpg,0
0064_angry_disgust_president_338_face0.jpg,0
0078_angry_fighting_manager_784_face0.jpg,0
0091_angry_mad_asian_223_face0.jpg,0
0098_angry_mad_soldier_2_face0.jpg,0
0117_disgust_angry_son_133_face0.jpg,1
0124_disgust_angry_woman_249_face0.jpg,1
0128_disgust_annoyed_girl_22_face0.jpg,1
0137_disgust_annoyed_lady_117_face0.jpg,1
0162_disgust_disgust_expression_192_face0.jpg,1
0166_disgust_disgust_people_169_face0.jpg,1
0178_disgust_fighting_mother_62_face1.jpg,1
0186_disgust_hostile_son_300_face0.jpg,1
0187_disgust_hostile_student_50_face0.jpg,1
0190_disgust_mad_mother_103_face0.jpg,1
0210_fear_amazed_girl_147_face0.jpg,2
0221_fear_angry_worker_206_face0.jpg,2
0225_fear_annoyed_european_363_face0.jpg,2
0228_fear_annoyed_lady_135_face0.jpg,2
0233_fear_anxious_chinese_126_face0.jpg,2
0241_fear_anxious_grandfather_76_face0.jpg,2
0247_fear_awe_woman_11_face0.jpg,2
0249_fear_disgust_grandfather_224_face0.jpg,2
0281_fear_mad_grandmother_72_face0.jpg,2
0288_fear_mad_worker_16_face0.jpg,2
0303_happy_amazed_actor_461_face0.jpg,3
0307_happy_amazed_black_139_face0.jpg,3
0314_happy_amazed_family_298_face0.jpg,3
0332_happy_amazed_worker_735_face0.jpg,3
0342_happy_astound_man_152_face0.jpg,3
0348_happy_astound_woman_304_face0.jpg,3
0361_happy_awe_lady_274_face0.jpg,3
0378_happy_awe_woman_60_face0.jpg,3
0389_happy_fierce_grandmother_576_face0.jpg,3
0393_happy_fighting_couple_583_face0.jpg,3
0409_neutral_amazed_couple_13_face0.jpg,4
0413_neutral_amazed_worker_429_face0.jpg,4
0435_neutral_awe_expression_390_face0.jpg,4
0440_neutral_awe_people_401_face0.jpg,4
0448_neutral_crying_grandmother_703_face0.jpg,4
0450_neutral_crying_student_365_face0.jpg,4
0467_neutral_fighting_face_686_face1.jpg,4
0478_neutral_heartbroken_chinese_886_face0.jpg,4
0497_neutral_mad_manager_781_face0.jpg,4
0500_neutral_mad_teacher_395_face0.jpg,4
0516_sad_crying_actor_235_face0.jpg,5
0527_sad_crying_european_878_face1.jpg,5
0533_sad_crying_husband_541_face8.jpg,5
0541_sad_crying_mother_416_face0.jpg,5
0561_sad_distressed_asian_796_face0.jpg,5
0567_sad_fierce_soldier_549_face0.jpg,5
0577_sad_fighting_soldier_469_face0.jpg,5
0581_sad_frightened_manager_323_face1.jpg,5
0594_sad_heartbroken_people_557_face0.jpg,5
0597_sad_horrified_boy_66_face0.jpg,5
0603_surprise_afraid_man_44_face0.jpg,6
0616_surprise_amazed_face_121_face0.jpg,6
0622_surprise_amazed_infant_111_face0.jpg,6
0634_surprise_amazed_student_4_face0.jpg,6
0658_surprise_awe_student_804_face0.jpg,6
0659_surprise_awe_woman_26_face0.jpg,6
0671_surprise_frightened_face_88_face0.jpg,6
0677_surprise_frightened_student_33_face0.jpg,6
0690_surprise_shocked_expression_51_face0.jpg,6
0695_surprise_surprised_expression_184_face0.jpg,6
